code,name,1901-07,1902-07,1903-07,1904-07,1905-07,1906-07,1907-07,1908-07,1909-07,1910-07,1911-07,1912-07,1913-07,1914-07,1915-07,1916-07,1917-07,1918-07,1919-07,1920-07,1921-07,1922-07,1923-07,1924-07,1925-07,1926-07,1927-07,1928-07,1929-07,1930-07,1931-07,1932-07,1933-07,1934-07,1935-07,1936-07,1937-07,1938-07,1939-07,1940-07,1941-07,1942-07,1943-07,1944-07,1945-07,1946-07,1947-07,1948-07,1949-07,1950-07,1951-07,1952-07,1953-07,1954-07,1955-07,1956-07,1957-07,1958-07,1959-07,1960-07,1961-07,1962-07,1963-07,1964-07,1965-07,1966-07,1967-07,1968-07,1969-07,1970-07,1971-07,1972-07,1973-07,1974-07,1975-07,1976-07,1977-07,1978-07,1979-07,1980-07,1981-07,1982-07,1983-07,1984-07,1985-07,1986-07,1987-07,1988-07,1989-07,1990-07,1991-07,1992-07,1993-07,1994-07,1995-07,1996-07,1997-07,1998-07,1999-07,2000-07,2001-07,2002-07,2003-07,2004-07,2005-07,2006-07,2007-07,2008-07,2009-07,2010-07,2011-07,2012-07,2013-07,2014-07,2015-07,2016-07,2017-07,2018-07,2019-07,2020-07,2021-07,2022-07
GIN.10640703,Kankan,1504.75,1479.05,1534.23,1604.9,1626.97,1848.74,1501.93,1848.29,1568.61,1508.82,1522.45,1489.84,1570.76,1401.32,1658.14,1543.21,1495.8,1592.37,1540.45,1444.0,1411.94,1659.22,1544.18,1689.66,1652.82,1565.68,1802.07,1758.41,1739.13,1501.43,1768.84,1767.43,1740.23,1557.36,1572.15,1680.45,1546.5,1695.14,1558.56,1417.97,1477.78,1471.94,1554.92,1500.5,1708.5,1684.73,1596.41,1708.4,1583.35,1643.73,1854.86,1588.62,1786.12,1900.8,1789.86,1494.0,1874.73,1675.4,1579.53,1660.86,1488.03,1719.07,1595.05,1692.81,1508.39,1721.88,1724.05,1554.17,1794.89,1488.55,1481.91,1422.87,1376.54,1604.91,1571.77,1591.81,1313.55,1511.89,1507.6,1400.35,1525.01,1408.49,1223.54,1259.4,1329.43,1383.58,1298.57,1292.51,1424.41,1391.94,1367.2,1345.42,1352.42,1742.26,1584.07,1518.66,1489.12,1564.88,1677.69,1450.8,1381.88,1292.49,1601.29,1543.72,1467.68,1548.66,1388.96,1678.69,1451.61,1724.66,1446.33,1526.3,1590.45,1440.28,1555.55,1532.85,1295.5,1589.74,1550.19,1519.66,1512.21,1697.38
GIN.10640704,Kindia,2543.13,2534.6,2677.9,3347.58,3031.36,3373.37,2337.75,2658.79,2477.41,2415.15,2431.06,3174.12,2469.09,2352.03,2711.58,2787.14,2368.47,3044.1,2670.71,2744.52,2842.49,2879.36,2704.57,2910.32,2674.17,2571.2,2690.02,3073.06,2700.47,2250.68,2926.31,3042.11,2760.22,2483.06,2619.52,3040.13,2611.3,2688.27,2711.17,2615.08,2367.58,2674.15,2908.64,2693.92,2585.15,2902.56,2383.95,2677.72,2601.16,2808.52,3316.76,2589.73,2938.36,3524.19,2969.79,2812.68,2799.91,2996.12,2761.04,2669.08,3026.38,3154.43,2655.45,2844.55,2720.2,2933.16,2725.18,2415.54,2977.7,2482.71,2524.24,2259.87,2396.44,2411.26,2426.79,2855.69,2211.89,2570.71,2340.46,2255.96,2559.28,2454.09,2409.16,2011.59,2343.43,2206.68,2207.31,2518.84,2495.72,2158.81,2221.85,2777.67,2280.61,2864.58,2482.11,2477.78,2419.48,2493.76,2711.63,2660.08,2455.09,2421.71,2423.96,2591.16,2428.29,3072.42,2280.57,2490.36,2436.56,2742.7,2470.09,2541.97,2511.19,2412.68,2623.08,2448.45,2543.84,2412.07,2390.19,2312.95,2574.16,2784.25
GIN.10640705,Labe,1648.22,1409.26,1566.06,1870.14,1832.84,1930.12,1491.64,1535.36,1658.69,1497.88,1565.27,1547.77,1475.13,1482.07,1568.53,1543.39,1456.59,2020.47,1754.48,1702.6,1425.12,1651.81,1620.68,1752.09,1638.48,1557.92,1889.31,1790.33,1817.99,1597.41,1586.43,1705.73,1753.76,1553.99,1692.9,1783.1,1643.85,1803.09,1685.19,1658.75,1577.81,1385.65,1757.7,1396.24,1712.91,1665.41,1377.95,1562.55,1467.73,1721.53,2193.43,1618.88,1566.29,1966.0,1972.21,1651.16,1931.31,1971.8,1617.09,1664.51,1751.26,1891.85,1619.71,1803.61,1755.34,1830.77,1744.56,1366.71,1713.01,1368.11,1458.41,1364.45,1446.54,1568.85,1529.37,1588.38,1249.07,1566.68,1337.46,1251.14,1503.61,1304.5,1166.31,1345.45,1407.87,1353.68,1299.41,1395.95,1346.53,1280.89,1386.81,1319.82,1326.68,1692.55,1338.67,1402.62,1435.62,1369.72,1699.74,1475.56,1274.91,1233.52,1709.72,1486.97,1636.96,1479.08,1243.97,1587.89,1447.34,1741.07,1354.41,1551.34,1576.49,1424.53,1671.97,1404.01,1559.51,1419.6,1554.61,1503.49,1518.82,1716.92
GIN.10640706,Mamou,1819.51,1786.19,1866.9,2356.91,2117.42,2400.35,1710.42,1935.82,1808.02,1777.43,1784.58,2043.04,1809.22,1592.69,1979.21,1938.58,1663.35,2410.19,2022.37,2072.01,1821.05,2019.1,1957.98,2107.57,1973.41,1878.91,2077.4,2153.9,2027.35,1754.48,2022.98,2201.37,2062.49,1775.88,1873.06,2078.0,1985.6,2105.76,1899.55,1922.98,1826.87,1800.56,2067.44,1792.31,2027.78,2054.95,1639.35,1917.6,1779.72,1918.92,2462.24,1895.59,2015.79,2371.81,2263.06,1916.98,2228.49,2206.23,2020.58,2003.97,2081.02,2273.85,1933.36,2013.16,1917.87,2039.41,2039.95,1833.74,2070.27,1718.24,1726.28,1724.89,1802.82,1785.45,1823.03,1959.36,1487.8,1812.62,1640.04,1627.62,1861.37,1627.55,1606.77,1506.27,1653.03,1557.25,1621.84,1675.49,1725.36,1615.63,1581.27,1741.12,1641.49,2062.96,1767.0,1821.06,1776.29,1638.05,1975.95,1831.43,1613.95,1651.08,1883.03,1879.92,1820.34,2033.29,1494.02,1701.33,1681.44,2154.34,1658.2,1799.31,1831.89,1603.91,1962.76,1713.8,1805.31,1633.23,1847.78,1761.75,1848.71,1968.32
GIN.10640707,Nzerekore,1948.99,1948.99,2071.78,1968.98,2114.59,2499.58,2000.32,2371.69,2096.13,2004.75,2093.33,1972.23,2148.37,1785.03,2245.9,2122.28,1933.81,1999.6,1869.56,1777.46,2081.36,2116.69,1983.68,2242.68,2138.06,2061.69,2148.14,2357.02,2225.66,1987.92,2414.43,2246.58,2351.44,1962.5,1859.44,2050.17,2098.17,2086.55,2050.11,1905.72,2016.23,1933.32,2059.03,2040.7,2063.01,2061.03,2331.65,1833.24,2059.0,1747.59,2329.1,2171.28,2298.57,2391.2,2327.16,1850.63,2414.89,1872.69,2096.78,2067.56,1744.09,2230.35,2321.57,2028.21,2002.06,2249.81,1963.5,2159.21,2183.41,1747.13,1920.6,2015.2,1820.72,1904.56,1921.54,2103.9,1865.95,2026.75,2030.8,1839.41,1984.57,1857.86,1659.52,1813.27,1957.68,1789.91,1745.21,1856.81,1909.26,1736.03,1773.46,1837.14,1919.8,2096.86,2053.05,2087.5,1860.52,2064.85,2115.46,1911.31,1952.27,1907.12,2035.25,1964.89,1892.71,1974.86,1935.85,1970.09,1928.71,2133.94,1975.57,1941.76,1980.5,2017.94,1890.44,2077.84,1668.73,2015.35,1918.75,1951.73,1928.65,2069.08
GLP,France,2332.72,2587.88,2442.1,2147.6,2163.81,2313.99,1982.13,1873.06,2332.72,2268.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2381.02,2613.02,1710.42,2136.88,2565.76,1740.23,2431.47,1817.22,1692.58,2147.99,2528.82,2007.49,2269.46,2154.22,1868.85,1694.63,2591.44,2153.32,2389.65,2475.59,2706.2,2338.29,2696.0,2706.71,2644.17,2285.77,2907.95,2242.38,2525.22,2173.69,2284.27,2197.03,2124.5,2168.84,2642.44,2368.91,2097.47,2581.23,2692.7,2148.93,2325.67,1701.22,2112.88,2322.5,2109.66,2178.1,2167.17,2803.47,2319.71,2663.69,2562.81,2199.13,2544.79,2253.2,2557.62,2681.49,2683.29,2614.5,2440.22,2330.36,2834.57,2294.54,2026.77,2326.58,2658.35,2129.58,2793.38,2348.29,2082.92,2192.14,2294.22,2301.02,3090.96,2964.21,2632.47,2279.06,2768.74,2058.44,2921.79,2922.68,2544.99,2279.17,2257.66,1712.73,2704.13,2643.89,2326.88,2217.2,2308.84,1941.37,2294.72
GLP.100100,Guadeloupe,2332.72,2587.88,2442.1,2147.6,2163.81,2313.99,1982.13,1873.06,2332.72,2268.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2332.72,2381.02,2613.02,1710.42,2136.88,2565.76,1740.23,2431.47,1817.22,1692.58,2147.99,2528.82,2007.49,2269.46,2154.22,1868.85,1694.63,2591.44,2153.32,2389.65,2475.59,2706.2,2338.29,2696.0,2706.71,2644.17,2285.77,2907.95,2242.38,2525.22,2173.69,2284.27,2197.03,2124.5,2168.84,2642.44,2368.91,2097.47,2581.23,2692.7,2148.93,2325.67,1701.22,2112.88,2322.5,2109.66,2178.1,2167.17,2803.47,2319.71,2663.69,2562.81,2199.13,2544.79,2253.2,2557.62,2681.49,2683.29,2614.5,2440.22,2330.36,2834.57,2294.54,2026.77,2326.58,2658.35,2129.58,2793.38,2348.29,2082.92,2192.14,2294.22,2301.02,3090.96,2964.21,2632.47,2279.06,2768.74,2058.44,2921.79,2922.68,2544.99,2279.17,2257.66,1712.73,2704.13,2643.89,2326.88,2217.2,2308.84,1941.37,2294.72
GMB,The Gambia,1276.47,874.78,1010.16,1064.15,1279.24,1615.72,903.53,1130.89,1273.14,1088.28,913.46,934.67,763.22,1264.85,1303.43,1172.26,1144.92,1400.38,1045.24,1118.68,1052.03,1160.68,1081.55,1357.9,1157.34,1014.41,1563.34,1372.92,1309.77,1119.53,945.15,1223.4,1379.24,1063.55,1387.93,1497.81,1106.9,1203.39,1127.65,1161.22,840.11,1098.93,1337.34,999.52,1111.4,1198.02,1164.81,1080.01,1043.76,1548.28,1379.25,1397.36,1255.95,1262.32,1376.43,1220.06,1296.44,1381.92,1050.37,1128.07,1151.73,1044.82,1064.38,1233.67,1235.51,1281.36,1359.46,732.57,1262.34,854.57,1014.03,706.31,822.74,909.38,1205.37,977.09,734.92,1141.16,1001.54,731.41,910.23,797.33,613.88,804.23,892.43,965.51,961.35,1109.44,1026.87,777.63,783.13,951.31,911.05,1065.93,945.29,865.74,915.66,923.35,1249.89,1007.73,875.02,679.86,1088.89,841.33,1186.28,1013.99,903.65,1172.24,1111.46,1192.98,897.69,1238.28,1038.67,955.89,1034.65,1030.34,1033.63,921.61,984.66,1050.48,1004.21,1361.17
GMB.90112869,Kanifing Municipal Council,1478.1,1007.7,1144.9,1230.4,1477.5,2000.1,1089.7,1345.4,1648.2,1202.3,1084.8,1084.4,840.7,1418.9,1694.5,1293.6,1367.9,1646.2,1225.6,1268.6,1234.6,1448.4,1301.6,1784.8,1339.5,1097.3,1987.7,1700.4,1572.6,1312.5,1175.1,1530.7,1508.7,1279.5,1600.9,1800.6,1266.6,1508.4,1346.9,1343.6,829.6,1266.3,1669.7,1203.4,1236.3,1249.0,1384.3,1296.3,1222.9,1846.0,1543.5,1618.1,1448.5,1534.2,1635.3,1555.4,1531.8,1592.4,1145.4,1284.1,1267.4,1339.5,1201.3,1362.8,1520.7,1505.7,1765.2,786.3,1455.1,1111.2,1175.7,646.6,1025.1,1100.2,1416.4,1238.8,768.7,1359.6,1130.8,739.0,956.4,849.8,647.7,827.0,1074.6,907.2,993.5,1302.4,1260.9,916.4,833.4,1018.9,1016.5,1075.3,1063.3,931.2,1006.3,1009.9,1438.3,1209.1,974.2,785.9,1130.6,874.4,1389.4,1229.9,1019.5,1356.9,1307.0,1349.1,988.3,1455.9,1219.8,1033.3,1223.8,1171.1,1130.9,1020.8,1158.5,1229.1,1136.7,1585.2
GMB.901285,Central River,1128.88,769.49,893.06,937.55,1170.13,1422.63,767.02,963.43,1084.81,982.68,785.58,829.32,693.07,1136.34,1117.5,1068.76,1002.25,1240.52,910.27,973.35,911.92,971.44,900.2,1121.13,1002.85,910.91,1314.38,1191.21,1142.1,985.56,792.19,1022.4,1253.05,903.5,1233.59,1283.32,961.37,1002.42,976.13,970.69,806.33,945.54,1116.55,849.36,1009.86,1094.04,971.29,953.29,937.68,1307.94,1264.76,1263.91,1114.89,1077.74,1194.83,980.93,1176.29,1273.11,949.07,965.35,1042.29,888.76,917.23,1099.58,1050.1,1137.95,1088.85,662.35,1124.73,667.1,877.51,711.06,665.24,773.41,1038.14,779.4,685.09,982.25,964.03,731.79,821.43,710.23,572.47,744.92,752.21,981.95,899.1,978.07,888.38,659.15,712.82,844.83,810.07,990.58,832.94,794.72,803.77,827.72,1089.13,856.95,784.24,590.53,996.73,770.3,1046.4,864.99,811.27,1039.29,980.05,1076.46,801.06,1097.86,897.02,870.21,883.87,913.58,931.99,824.42,846.78,906.05,895.79,1205.37
GMB.901287,Lower River,1444.5,944.3,1092.71,1158.74,1337.01,1759.37,985.8,1260.47,1414.11,1173.83,988.4,1013.8,809.24,1379.4,1445.39,1277.38,1253.7,1521.79,1148.19,1221.48,1183.49,1304.62,1187.11,1531.51,1282.78,1112.32,1738.0,1497.11,1434.69,1208.38,1060.14,1352.45,1473.85,1154.82,1457.67,1681.36,1177.17,1323.68,1249.69,1243.46,847.52,1197.88,1485.39,1106.51,1204.08,1314.98,1365.29,1172.78,1161.19,1700.53,1432.84,1437.09,1397.54,1405.6,1540.74,1369.51,1292.53,1501.27,1116.54,1300.25,1206.97,1140.66,1206.53,1216.94,1388.36,1395.17,1563.42,750.28,1438.33,964.57,1042.19,731.5,927.57,1001.5,1340.51,1132.9,783.92,1200.75,1044.49,746.77,1011.61,873.91,647.43,837.89,980.34,984.2,1047.02,1217.85,1099.75,886.38,855.63,1062.64,1034.21,1157.1,1027.31,926.61,1005.04,1001.69,1377.07,1093.89,955.87,739.55,1167.6,893.18,1287.27,1129.75,997.74,1290.21,1209.49,1268.8,966.16,1328.02,1138.04,1042.88,1137.31,1121.48,1119.34,998.06,1074.94,1150.23,1094.82,1510.45
GMB.901288,North Bank,1311.46,853.57,1000.81,1050.4,1233.36,1636.45,898.3,1128.84,1307.13,1065.85,901.71,933.5,732.31,1254.99,1343.74,1168.44,1151.34,1389.13,1044.52,1099.99,1047.73,1186.61,1102.3,1475.97,1165.84,977.26,1650.41,1414.11,1320.34,1117.66,961.31,1207.53,1327.8,1049.02,1372.32,1544.39,1083.81,1244.36,1132.95,1147.87,719.69,1078.19,1376.07,1040.3,1082.96,1160.7,1206.47,1090.14,1091.92,1623.9,1319.26,1392.11,1258.79,1279.82,1416.18,1244.01,1265.99,1328.76,1018.75,1132.27,1051.46,1024.03,1071.65,1185.57,1196.08,1321.27,1446.5,692.37,1298.38,857.02,1050.63,623.69,803.12,889.35,1179.3,985.46,692.29,1106.23,981.85,683.3,886.57,787.22,567.65,761.51,903.78,888.0,910.14,1122.11,1038.48,772.79,720.03,930.56,883.58,991.27,956.56,797.48,905.22,885.46,1248.36,988.77,853.83,664.88,1040.91,789.26,1177.41,1024.55,896.8,1161.09,1104.39,1167.19,872.29,1230.12,1034.85,921.48,1039.53,1015.57,989.45,894.48,976.41,1052.41,993.97,1364.26
GMB.901289,Upper River,1115.03,884.91,1002.54,1045.64,1310.36,1467.65,889.44,1078.9,1111.68,1088.94,915.47,899.33,797.04,1225.35,1117.53,1119.01,1073.52,1341.6,999.64,1128.98,978.87,1046.13,1043.6,1058.89,1100.42,1037.02,1327.54,1229.59,1230.17,1087.91,862.26,1173.11,1424.72,1060.14,1397.39,1340.65,1149.1,1107.23,1061.07,1226.43,1044.36,1114.81,1215.38,911.16,1105.38,1225.44,1005.03,1018.89,882.52,1413.27,1462.17,1411.55,1183.74,1159.22,1230.15,1138.88,1358.75,1342.55,1089.5,1062.01,1298.23,1012.42,1011.99,1413.53,1181.75,1146.71,1131.43,822.12,1098.2,818.41,1024.41,820.35,814.08,888.72,1178.47,894.64,787.28,1181.47,940.48,776.26,930.09,821.87,672.3,898.31,836.63,1064.39,1001.05,1033.09,982.88,724.91,857.0,942.51,880.12,1160.59,926.1,931.45,913.74,961.53,1202.61,1027.09,870.5,690.43,1156.78,922.17,1154.95,944.29,858.26,1118.58,1064.75,1205.51,928.53,1200.29,1011.59,965.16,1002.45,1014.87,1067.09,939.14,974.13,1019.94,980.15,1261.4
GMB.901290,West Coast,1480.84,988.7,1135.28,1209.28,1414.24,1904.89,1057.81,1328.32,1555.12,1201.94,1052.47,1062.67,832.49,1414.32,1597.95,1299.57,1330.64,1609.93,1207.91,1262.61,1232.48,1406.85,1276.58,1724.77,1331.7,1111.43,1920.44,1633.0,1522.02,1278.36,1141.15,1483.97,1505.54,1245.67,1567.16,1768.23,1249.61,1448.03,1312.46,1325.69,822.31,1254.32,1618.3,1173.9,1226.85,1276.6,1402.09,1239.01,1210.41,1825.17,1490.8,1550.58,1418.6,1501.2,1611.39,1503.54,1445.63,1548.26,1145.4,1292.5,1240.27,1251.16,1212.55,1318.63,1486.61,1488.87,1718.41,779.54,1446.48,1074.61,1136.06,664.49,1002.28,1080.13,1401.71,1216.01,767.63,1327.44,1106.55,730.71,969.3,852.09,644.61,820.87,1071.5,920.45,1006.95,1276.92,1199.91,924.99,830.07,1055.25,1026.35,1099.87,1050.49,938.03,1024.75,1008.78,1434.7,1161.87,974.38,770.38,1152.32,886.36,1352.05,1197.0,1018.71,1340.69,1281.15,1321.05,984.7,1419.8,1198.93,1045.49,1200.27,1162.6,1134.64,1018.66,1135.07,1211.25,1127.77,1567.64
GNB,Guinea-Bissau,1900.05,1455.57,1628.73,1796.46,1961.33,2239.13,1471.65,1840.19,1854.04,1738.55,1501.28,1657.84,1292.07,2006.63,1808.54,1825.39,1724.4,2252.01,1746.39,1830.69,1775.49,1948.19,1736.61,1949.3,1863.42,1668.83,2219.84,2002.57,1971.51,1659.74,1605.96,2001.31,2149.01,1783.38,2143.04,2200.04,1797.0,1927.4,1831.5,1893.82,1462.96,1853.75,1995.01,1714.01,1697.94,1811.39,1767.22,1696.96,1642.88,2417.42,2091.56,1979.51,1928.1,2163.31,2090.17,2026.75,2017.85,2218.9,1720.41,1825.23,1941.97,1884.93,1817.95,1926.22,2123.74,1782.19,1962.84,1301.69,2053.66,1693.63,1598.97,1289.92,1476.21,1582.89,1911.09,1907.5,1170.09,1864.68,1417.61,1182.22,1651.93,1411.27,1204.15,1332.17,1336.44,1434.95,1551.77,1634.28,1649.98,1332.86,1483.49,1605.55,1498.8,1865.7,1481.96,1467.93,1552.91,1523.0,2040.22,1699.35,1563.45,1191.38,1768.18,1466.86,1844.12,1808.33,1501.8,1906.37,1724.87,1888.96,1487.36,1881.87,1710.75,1613.77,1737.58,1644.19,1719.4,1516.17,1618.19,1669.24,1587.53,2168.64
GNB.1051385,Bafata,1699.86,1308.34,1484.96,1626.03,1764.44,2007.79,1314.15,1655.14,1671.36,1583.61,1352.97,1498.08,1159.26,1823.47,1597.72,1654.09,1549.86,2071.13,1571.37,1642.19,1568.89,1733.66,1573.55,1656.6,1646.57,1498.63,1955.58,1787.34,1784.57,1543.65,1419.57,1792.94,1994.64,1637.2,1988.45,1997.1,1619.97,1711.44,1644.95,1690.48,1410.26,1665.44,1757.92,1570.83,1532.99,1658.21,1599.74,1531.78,1480.19,2177.61,1958.47,1772.86,1761.97,1956.57,1879.64,1784.6,1859.58,2037.35,1575.86,1630.59,1711.22,1701.7,1698.69,1735.83,1914.4,1596.6,1766.97,1185.37,1848.23,1551.68,1517.33,1180.53,1348.17,1420.97,1749.78,1713.0,1061.97,1666.7,1257.8,1064.21,1516.02,1294.58,1089.15,1197.88,1176.49,1335.6,1440.07,1457.13,1514.2,1159.9,1316.35,1442.63,1334.37,1707.94,1337.3,1365.25,1405.07,1390.02,1848.6,1533.28,1401.41,1084.36,1632.15,1325.8,1677.81,1635.68,1329.38,1712.6,1548.24,1728.52,1361.09,1705.68,1564.79,1476.08,1580.82,1481.29,1539.69,1396.25,1441.49,1497.1,1447.96,1942.08
GNB.1051386,Biombo,2252.12,1561.84,1778.89,1940.21,2282.12,2578.29,1650.69,2130.1,2172.13,1958.64,1639.12,1815.92,1402.67,2309.9,2158.03,2086.18,1957.35,2536.59,1948.17,2087.64,2021.23,2265.92,1956.42,2420.9,2213.23,1879.2,2624.73,2321.05,2286.1,1901.43,1846.69,2351.71,2457.28,1951.11,2418.95,2521.29,2038.41,2278.14,2110.14,2053.83,1507.24,2086.53,2306.48,1956.7,1922.19,2014.51,2058.13,1988.95,1940.41,2689.27,2278.39,2204.81,2100.04,2453.09,2487.2,2416.6,2147.52,2474.71,1871.18,2175.68,2182.95,2233.52,1998.0,2113.97,2487.01,2033.93,2315.34,1361.62,2439.14,1942.0,1650.94,1343.89,1697.64,1800.03,2157.0,2251.38,1242.05,2033.51,1656.4,1345.86,1869.25,1569.07,1374.54,1485.35,1531.02,1478.07,1677.4,1839.25,1847.46,1616.45,1760.4,1822.77,1717.67,2058.38,1637.02,1618.44,1748.85,1692.79,2314.25,1895.99,1810.54,1272.88,1926.46,1623.52,2097.8,2053.66,1751.37,2243.5,2014.99,2133.48,1640.15,2188.42,1905.88,1806.1,1917.92,1929.3,2031.54,1650.65,1830.12,1911.99,1771.09,2503.01
GNB.1051387,Bolama/bijagos,2446.24,1755.3,1987.95,2108.17,2512.12,2769.65,1820.62,2304.29,2319.57,2154.71,1817.19,2092.71,1594.89,2534.41,2339.27,2289.97,2134.89,2733.55,2193.44,2301.05,2313.36,2522.21,2166.75,2663.57,2370.86,2076.34,2897.21,2577.0,2467.28,1999.62,2079.66,2635.38,2713.98,2178.44,2682.4,2811.89,2260.13,2535.53,2330.51,2291.83,1626.89,2362.97,2543.45,2176.27,2087.89,2212.65,2248.47,2146.57,2172.46,3133.62,2426.83,2464.53,2353.46,2798.02,2654.09,2671.22,2369.48,2704.93,2098.66,2311.42,2417.28,2356.65,2126.54,2275.06,2745.25,2262.98,2550.91,1607.87,2641.79,2197.56,1863.93,1544.46,1855.16,1999.67,2293.79,2485.32,1390.91,2278.4,1801.24,1488.17,2038.35,1749.26,1515.41,1627.39,1713.93,1640.09,1849.77,2051.72,2061.35,1764.02,1934.65,2004.12,1877.21,2296.31,1823.03,1765.27,1929.88,1880.26,2575.59,2112.32,2087.58,1422.07,2048.9,1822.53,2223.53,2285.75,1943.24,2486.66,2218.12,2335.73,1836.18,2438.53,2110.36,1993.6,2089.07,2118.27,2224.05,1820.01,2037.48,2105.38,1906.18,2739.37
GNB.1051388,Cacheu,1966.98,1344.43,1493.29,1642.76,1918.03,2335.35,1425.42,1875.81,1954.79,1668.19,1407.62,1465.26,1157.64,1958.33,1944.34,1745.67,1727.35,2175.56,1674.34,1796.71,1735.56,1938.98,1714.16,2140.35,1916.03,1613.64,2289.23,1999.47,1981.69,1656.58,1558.43,1996.05,2085.06,1655.28,2055.89,2244.47,1726.96,1947.8,1779.59,1799.58,1187.82,1809.52,1984.29,1639.69,1703.42,1754.93,1803.77,1641.24,1669.75,2348.03,1921.47,1872.82,1794.83,2040.62,2141.28,2143.81,1775.94,2084.99,1501.15,1915.53,1911.61,1873.25,1689.1,1804.19,2143.58,1827.17,2105.54,1091.15,2097.28,1649.6,1373.22,1118.01,1424.18,1515.52,1870.33,1757.49,1049.06,1719.64,1388.97,1135.08,1492.27,1309.49,1118.35,1241.5,1341.93,1244.41,1475.0,1631.88,1606.51,1382.75,1384.69,1531.77,1436.4,1710.98,1436.45,1360.35,1472.44,1425.13,1976.34,1621.95,1464.92,1080.84,1644.12,1326.72,1812.42,1709.48,1447.69,1899.74,1740.66,1815.02,1375.41,1883.82,1621.54,1499.47,1615.01,1608.25,1662.62,1430.94,1592.1,1659.73,1532.08,2146.56
GNB.1051389,Gabu,1644.06,1418.91,1552.95,1755.59,1777.2,2008.01,1381.32,1650.72,1614.5,1609.92,1445.29,1543.83,1257.34,1828.41,1565.64,1666.1,1580.3,2068.32,1642.98,1700.65,1610.93,1725.88,1645.81,1615.73,1666.44,1557.57,1959.44,1788.87,1795.49,1573.13,1385.23,1729.52,1986.92,1656.23,1991.68,1922.8,1720.24,1725.24,1671.49,1834.34,1532.04,1706.63,1800.37,1522.85,1596.4,1690.77,1515.39,1523.92,1378.66,2162.18,2109.46,1957.8,1786.34,1965.61,1878.13,1799.55,2069.01,2085.94,1651.34,1591.33,1936.21,1708.25,1669.29,1937.06,1835.13,1592.01,1724.93,1281.17,1710.38,1488.22,1564.09,1251.35,1360.62,1439.12,1769.7,1725.02,1156.54,1851.28,1344.03,1077.77,1562.37,1332.5,1109.54,1354.28,1253.9,1470.55,1475.16,1505.28,1492.31,1129.76,1355.81,1467.86,1383.12,1783.22,1384.03,1397.74,1457.28,1420.11,1850.64,1585.06,1396.96,1154.99,1704.5,1393.52,1705.29,1659.6,1354.08,1684.9,1521.42,1739.57,1393.68,1669.99,1601.58,1511.0,1663.61,1477.94,1554.31,1430.32,1518.48,1524.35,1491.98,1951.45
GNB.1051390,Oio,1798.35,1269.19,1447.54,1589.22,1796.92,2101.51,1322.84,1708.11,1789.57,1574.82,1328.78,1426.56,1113.06,1834.71,1714.03,1658.29,1584.56,2070.61,1539.4,1656.36,1574.47,1761.87,1509.76,1849.55,1736.44,1510.81,2066.75,1841.23,1820.24,1538.79,1456.6,1849.86,1980.31,1634.58,1922.3,2022.31,1603.44,1763.82,1671.52,1691.64,1253.74,1656.17,1845.15,1553.23,1579.36,1680.23,1694.31,1531.37,1542.86,2115.59,1852.74,1702.23,1749.63,1920.74,1936.96,1828.04,1783.39,2023.3,1535.9,1710.99,1719.92,1725.01,1701.6,1697.7,1963.37,1593.6,1773.64,1129.38,1935.78,1521.78,1442.48,1133.61,1345.62,1426.89,1773.19,1685.93,1045.8,1636.4,1238.41,1057.86,1492.44,1261.38,1085.17,1168.26,1181.83,1277.05,1423.21,1473.62,1488.57,1251.59,1337.81,1451.83,1386.14,1666.27,1349.42,1322.22,1394.53,1374.3,1854.18,1517.86,1380.63,1038.66,1611.49,1289.91,1700.07,1611.64,1343.84,1762.81,1612.97,1726.13,1332.15,1746.06,1540.98,1461.72,1543.73,1513.56,1564.57,1377.69,1452.94,1537.88,1444.96,1986.59
