code,name,1901-07,1902-07,1903-07,1904-07,1905-07,1906-07,1907-07,1908-07,1909-07,1910-07,1911-07,1912-07,1913-07,1914-07,1915-07,1916-07,1917-07,1918-07,1919-07,1920-07,1921-07,1922-07,1923-07,1924-07,1925-07,1926-07,1927-07,1928-07,1929-07,1930-07,1931-07,1932-07,1933-07,1934-07,1935-07,1936-07,1937-07,1938-07,1939-07,1940-07,1941-07,1942-07,1943-07,1944-07,1945-07,1946-07,1947-07,1948-07,1949-07,1950-07,1951-07,1952-07,1953-07,1954-07,1955-07,1956-07,1957-07,1958-07,1959-07,1960-07,1961-07,1962-07,1963-07,1964-07,1965-07,1966-07,1967-07,1968-07,1969-07,1970-07,1971-07,1972-07,1973-07,1974-07,1975-07,1976-07,1977-07,1978-07,1979-07,1980-07,1981-07,1982-07,1983-07,1984-07,1985-07,1986-07,1987-07,1988-07,1989-07,1990-07,1991-07,1992-07,1993-07,1994-07,1995-07,1996-07,1997-07,1998-07,1999-07,2000-07,2001-07,2002-07,2003-07,2004-07,2005-07,2006-07,2007-07,2008-07,2009-07,2010-07,2011-07,2012-07,2013-07,2014-07,2015-07,2016-07,2017-07,2018-07,2019-07,2020-07,2021-07,2022-07
AFG.130,Sar-e-Pul,260.39,306.4,375.21,334.21,209.78,332.14,460.44,336.09,299.03,286.03,312.85,390.79,333.4,430.38,294.45,324.16,161.36,382.42,357.39,361.38,363.95,369.6,426.32,452.19,279.0,362.11,277.22,262.84,319.45,321.06,466.06,322.45,422.56,443.13,358.01,320.12,376.4,369.72,403.71,353.48,451.26,401.3,408.63,242.88,455.3,259.13,289.5,329.46,383.59,309.29,374.76,407.47,475.46,335.48,328.23,378.22,434.47,387.4,353.53,450.48,377.7,343.4,433.34,382.94,331.08,287.1,389.16,395.55,592.53,256.35,212.25,452.44,372.93,289.82,333.84,376.2,327.85,404.64,364.6,364.95,378.72,416.4,341.47,329.71,303.63,306.09,404.91,395.4,368.54,403.09,506.68,428.75,461.97,333.75,313.21,313.52,424.92,459.59,361.62,314.86,289.53,423.05,402.39,357.13,393.09,400.77,399.47,311.05,494.9,317.37,304.73,503.77,379.46,440.14,451.19,434.82,308.06,324.23,479.75,458.57,305.99,416.23
AFG.131,Takhar,495.55,490.03,652.32,586.14,515.92,571.19,598.79,594.13,485.38,595.87,516.57,587.91,533.43,626.59,448.05,393.77,245.5,600.05,631.0,607.46,592.34,575.13,612.55,625.78,525.41,584.76,494.33,511.76,495.98,586.76,749.47,556.51,679.3,755.24,656.23,495.85,567.58,606.82,558.59,531.48,603.82,683.56,684.98,516.5,652.87,427.0,424.86,623.65,559.61,503.29,669.59,653.88,927.25,617.04,578.32,634.99,763.88,631.94,604.28,674.07,548.93,573.08,680.04,664.96,678.87,582.11,762.15,712.41,871.5,437.61,396.85,735.57,610.72,521.2,680.32,694.62,676.58,597.91,658.34,589.99,729.08,597.93,555.89,612.03,510.96,583.78,738.4,606.71,635.37,549.41,799.18,662.63,709.68,656.96,526.71,599.84,612.8,822.76,706.67,520.57,409.53,604.05,666.62,577.83,686.1,704.7,551.73,539.79,790.31,582.37,581.43,724.02,717.96,575.14,782.37,708.98,555.35,517.46,722.54,753.28,412.8,586.04
AFG.132,Uruzgan,274.75,273.16,276.88,273.18,276.14,277.83,271.63,276.83,282.01,272.58,278.29,275.51,276.96,278.57,273.71,280.0,272.72,275.2,276.2,274.49,271.19,274.5,275.55,284.88,269.73,279.08,273.18,272.88,273.94,273.78,280.63,273.98,278.98,275.33,278.22,277.72,278.37,277.79,285.95,276.66,273.16,284.27,278.9,284.02,276.0,269.18,276.98,244.56,228.26,270.93,287.73,238.46,236.69,278.9,244.38,272.51,368.73,253.04,313.09,270.43,285.8,235.82,281.13,259.35,311.88,233.42,299.5,274.05,211.03,187.42,147.46,346.53,173.21,252.94,298.54,360.51,243.9,223.51,293.47,328.02,367.77,530.03,348.59,144.82,186.88,268.12,216.29,279.62,276.8,313.41,339.37,350.04,237.07,254.33,250.58,246.67,259.9,253.93,217.66,192.91,204.81,258.67,269.02,236.71,317.89,243.04,281.24,222.56,280.06,232.15,310.28,293.62,297.6,230.74,298.72,307.44,243.68,234.36,321.63,295.14,194.03,225.26
AFG.133,Wardak,402.54,298.64,405.96,430.94,384.65,384.2,438.77,428.86,371.9,395.81,426.67,398.13,335.14,448.03,398.89,349.7,296.11,388.08,415.59,380.47,358.67,354.13,375.16,443.68,384.12,386.29,338.5,380.29,352.93,392.48,441.78,382.38,397.98,420.51,418.54,435.05,410.85,380.99,412.39,385.11,389.71,409.13,410.32,368.16,420.59,342.21,351.01,362.24,335.49,356.12,411.61,369.3,416.0,412.82,341.88,441.33,561.9,421.64,490.93,542.04,494.46,362.8,531.15,414.78,620.35,362.2,516.7,457.9,498.85,241.98,242.49,542.56,388.06,322.7,404.88,394.44,381.71,391.17,422.56,406.28,411.51,463.24,395.82,297.56,271.49,414.07,375.82,378.99,399.6,418.4,564.89,500.97,348.18,421.9,401.35,412.36,456.46,458.74,365.79,277.34,267.75,383.91,395.13,379.35,477.45,510.71,410.39,344.63,496.19,367.8,403.68,541.44,552.72,408.17,596.74,562.69,379.57,376.06,500.4,561.69,253.37,357.21
AFG.134,Zabul,266.4,241.16,274.21,251.15,305.2,286.53,259.38,290.31,321.69,243.11,288.21,287.99,270.35,294.18,271.54,299.98,275.03,274.66,276.19,254.62,234.26,251.39,264.32,341.14,244.63,299.85,269.0,253.28,260.58,280.06,289.78,270.04,311.81,269.62,318.14,293.14,306.08,298.01,340.83,290.05,252.37,344.6,300.34,376.86,269.02,233.28,283.32,253.72,180.35,280.09,277.62,204.7,215.21,286.7,235.45,293.17,435.43,244.74,352.84,280.07,291.68,207.56,250.19,226.11,310.86,209.36,306.9,240.34,172.5,197.66,120.49,314.95,175.97,215.1,257.74,312.65,223.74,209.8,308.53,298.68,320.3,517.39,353.03,136.76,190.9,264.72,215.76,257.74,287.45,327.87,352.48,387.33,197.49,230.1,235.45,233.45,259.74,238.61,178.78,130.65,158.26,233.01,233.03,211.92,322.83,241.99,282.72,220.2,289.21,190.25,314.86,287.45,294.75,206.36,303.03,274.07,214.16,192.15,342.99,326.2,131.02,229.0
AFG.14,Balkh,136.51,196.55,240.73,208.93,129.52,218.01,300.09,235.19,178.07,187.11,199.84,264.58,214.09,265.8,174.26,183.5,69.91,247.46,235.76,239.59,229.3,232.3,294.19,294.84,175.7,224.79,170.15,162.5,203.48,195.97,278.27,210.74,282.7,284.0,227.03,190.4,246.09,256.52,264.23,235.72,310.31,274.97,270.15,148.67,305.72,161.54,187.06,216.9,237.44,189.81,239.31,264.74,329.39,224.77,189.15,251.18,285.45,243.89,238.78,316.31,246.79,235.6,277.56,259.75,220.68,190.89,238.62,265.77,380.43,164.34,128.01,279.76,250.08,167.23,228.32,255.44,224.63,257.07,236.44,224.46,228.87,248.03,205.44,219.13,194.35,195.65,249.37,262.74,233.27,257.72,321.64,264.13,289.73,222.09,184.13,198.43,277.88,308.45,243.0,206.41,184.29,288.77,274.15,251.78,254.09,270.58,277.95,215.96,351.82,213.13,211.73,345.98,261.91,303.88,318.81,293.15,199.79,204.37,339.91,302.8,180.25,299.66
AFG.15,Bamyan,358.01,341.39,436.66,439.86,299.82,394.2,524.38,389.43,380.03,362.64,381.75,437.16,364.37,448.69,356.91,350.11,255.52,436.44,413.85,407.33,403.69,402.93,422.17,441.24,393.68,402.91,355.08,323.58,359.08,392.02,506.09,373.17,456.67,480.48,415.47,392.26,430.7,414.1,421.73,394.48,468.55,444.09,446.84,318.35,500.42,319.8,343.28,385.22,397.63,359.13,431.48,412.13,480.56,381.7,379.98,426.33,523.54,430.13,428.91,544.17,480.46,385.32,531.32,438.87,520.77,347.37,469.24,465.27,595.82,261.48,247.74,525.94,394.61,322.52,407.55,396.51,382.71,422.14,404.55,393.39,418.06,451.16,377.09,332.67,297.38,380.69,423.77,407.99,437.01,424.06,583.31,461.17,447.95,417.29,374.64,412.26,477.68,509.09,419.94,339.03,308.77,414.89,405.64,387.26,443.89,474.09,407.89,331.31,503.29,397.77,391.84,581.5,529.9,432.95,533.66,545.45,381.08,399.77,468.07,503.09,323.63,397.36
AFG.16,Daykundi,303.55,304.41,314.39,309.72,286.67,306.01,306.77,307.66,308.16,307.29,309.51,306.12,309.51,317.35,301.26,312.45,283.36,305.57,311.75,311.51,312.86,313.27,314.04,318.88,290.11,309.39,296.77,298.39,304.29,300.56,331.71,303.6,314.7,323.56,300.3,308.29,310.19,311.34,323.05,302.27,314.67,313.81,311.6,295.55,325.03,293.73,300.58,289.32,295.64,295.63,313.66,299.26,300.7,308.3,296.91,318.84,360.89,306.92,329.23,332.94,342.03,282.98,344.55,308.18,355.99,283.71,342.99,329.43,308.37,223.84,214.63,388.3,246.92,284.14,345.66,362.61,281.82,276.91,300.46,342.47,370.24,445.99,346.53,216.93,224.34,298.48,270.64,313.35,319.53,329.97,376.83,350.76,302.91,304.57,300.59,306.86,311.64,312.83,285.41,269.99,274.55,306.43,306.39,296.11,330.97,320.63,317.38,266.94,314.26,301.0,323.78,350.71,342.2,301.21,348.0,370.84,300.34,300.71,335.7,334.55,271.1,291.69
AFG.17,Farah,161.28,163.89,164.15,155.38,123.21,154.88,134.86,159.9,162.08,164.2,160.23,136.7,170.3,171.51,146.42,188.47,118.9,144.99,163.72,164.57,165.9,166.48,164.57,181.96,119.93,161.34,137.47,150.27,157.59,138.89,191.88,157.69,155.32,163.19,131.93,147.47,148.87,157.29,190.79,140.75,157.64,176.2,163.19,145.04,171.66,144.38,153.55,132.17,161.7,137.59,165.21,168.27,168.35,163.47,154.77,168.17,237.0,140.73,180.78,159.44,184.3,102.26,154.03,171.55,141.39,123.06,171.7,186.41,148.33,130.03,100.24,230.1,85.03,223.17,200.3,230.12,141.66,142.55,158.41,195.86,178.69,269.25,154.88,141.7,103.34,173.94,96.46,188.46,132.09,205.66,220.26,216.7,165.48,209.14,188.19,203.39,172.44,155.48,170.14,110.73,81.27,132.41,129.06,150.62,184.55,114.39,136.02,105.1,157.71,111.09,122.57,149.57,149.95,147.59,170.32,165.94,156.89,147.14,172.33,170.94,143.08,149.97
AFG.18,Faryab,214.1,294.89,324.47,288.66,194.72,290.06,355.39,303.06,274.81,270.21,302.88,321.49,341.02,379.57,272.65,315.35,139.08,334.16,277.85,292.7,302.84,338.02,406.26,420.78,202.16,327.09,241.81,240.19,290.99,279.36,430.61,294.41,377.1,361.67,283.48,284.96,314.76,336.18,392.67,309.93,404.84,336.86,373.09,228.6,401.88,240.48,250.13,280.8,364.63,272.81,311.63,372.46,415.81,325.38,282.38,375.07,386.06,342.05,348.01,352.41,349.03,305.11,374.13,345.42,285.94,265.79,358.17,369.24,487.65,251.79,225.02,422.97,336.99,329.0,306.82,385.2,285.36,364.37,334.3,370.25,370.39,420.37,298.49,313.16,282.21,277.64,323.04,365.45,313.5,368.43,423.93,397.93,411.8,309.79,298.73,273.64,363.14,398.27,314.74,266.7,295.49,396.72,392.8,351.09,342.92,342.37,368.66,271.21,429.75,288.46,291.13,387.77,305.6,354.95,392.67,354.22,307.81,293.37,426.1,395.42,256.84,340.73
AFG.19,Ghazni,323.65,270.48,311.75,325.17,324.82,309.25,321.43,334.27,305.27,321.84,335.16,309.4,287.27,338.94,321.18,302.98,283.6,303.08,324.23,309.02,298.35,298.35,306.09,331.38,307.48,308.66,286.85,319.42,300.86,312.36,319.87,317.52,306.38,307.21,332.19,339.49,317.17,300.44,324.62,310.18,293.01,319.65,312.05,322.57,305.39,295.06,302.31,287.69,241.07,300.09,303.92,253.47,272.42,338.54,282.0,356.45,467.46,311.16,408.23,394.47,367.53,271.46,387.5,299.76,459.76,283.63,412.38,330.3,282.07,217.33,188.0,419.41,259.85,266.32,313.32,327.85,281.0,272.29,343.93,353.7,357.96,463.5,374.82,201.62,212.96,328.43,266.4,293.55,330.04,337.94,425.46,424.66,237.56,301.42,306.18,303.14,343.26,304.69,237.44,186.86,216.37,295.76,286.78,287.52,387.37,379.9,339.55,271.12,358.52,278.64,343.22,406.13,419.12,311.61,446.58,416.68,297.77,286.15,408.56,430.62,190.59,283.84
AGO,Angola,1021.18,1038.05,1060.12,980.71,978.53,1067.39,1019.09,1024.27,1155.25,1053.64,978.89,1143.7,984.0,889.27,928.09,1102.03,982.84,1011.1,1012.73,1031.54,1062.74,993.81,1209.13,1092.34,1072.55,1088.6,1014.75,957.96,1012.23,882.28,1043.35,923.49,1074.49,1154.88,1054.84,1020.33,1158.02,1047.39,1020.67,1003.98,932.48,980.97,983.41,1182.4,1109.46,976.63,1102.93,992.31,991.6,1171.69,1221.16,1053.58,1001.33,1119.37,1086.43,1041.11,1167.38,911.78,1087.92,1173.81,1236.29,1135.08,1117.91,959.81,996.79,1133.91,1199.32,1126.73,1220.3,965.98,999.1,984.89,1064.23,1094.06,1041.18,1105.11,1111.27,1045.71,1123.22,941.74,886.16,975.58,947.99,964.94,987.33,1134.69,995.32,1091.43,971.59,1035.08,1078.7,930.54,1034.39,984.49,955.03,989.76,1079.46,1029.85,1060.74,1053.39,1043.69,1076.96,1022.52,1059.9,1011.95,1083.29,1045.72,1061.3,1064.95,1040.12,1055.24,1070.27,1034.71,1059.87,1004.47,1028.79,1070.95,1056.66,1063.37,1071.04,1058.26,1057.7
AGO.8398,Bengo,659.0,624.51,976.07,497.55,609.49,892.03,591.51,836.51,1387.96,925.16,665.36,1261.32,696.79,480.24,734.5,1443.91,713.27,735.23,676.52,766.06,695.65,938.45,1508.62,1295.39,700.38,1002.64,759.56,629.93,967.77,596.97,806.04,626.23,1191.28,735.32,1261.73,723.96,978.18,804.74,914.74,679.83,596.07,551.76,601.3,1390.13,1226.57,888.85,1054.65,679.49,818.52,1168.81,895.6,1009.61,598.27,833.53,1274.2,665.16,1179.32,457.52,1135.34,1343.57,1110.01,1082.51,1070.64,737.56,847.26,1099.84,843.52,826.21,1160.35,923.98,908.78,905.72,1064.1,698.53,929.58,906.32,885.36,664.46,1017.5,790.2,671.74,513.54,867.42,1062.81,884.9,1005.89,1012.71,1103.71,785.31,906.93,942.5,769.34,842.38,998.87,910.19,900.46,962.3,1023.65,1084.38,915.22,946.32,921.43,1007.71,1088.75,935.42,1109.78,1007.74,1144.39,1119.07,1012.94,836.75,1097.28,716.55,821.81,598.63,612.67,632.61,911.88,914.6,914.72,911.45,910.25
AGO.8399,Benguela,951.0,953.1,961.93,948.26,950.64,961.41,951.84,956.44,966.46,959.16,860.93,1129.37,952.98,867.68,778.71,683.18,811.53,885.57,876.97,1104.9,1127.52,977.7,1115.19,1191.14,798.2,964.48,956.36,948.79,960.39,739.23,953.34,856.41,1253.58,1190.53,1052.72,1081.0,1290.03,912.36,708.2,881.27,819.28,819.18,821.12,1345.36,865.73,881.85,1071.33,600.16,923.23,1186.61,1450.64,968.29,759.66,959.42,813.77,925.59,1089.38,661.59,1109.28,1310.28,1364.66,1322.96,987.21,907.54,1107.17,878.76,1031.78,1303.96,1277.0,766.79,1000.86,859.3,1052.22,1050.95,784.67,934.43,825.51,824.93,1058.82,644.18,627.34,955.12,753.67,913.06,818.51,1098.67,786.28,980.84,702.87,959.47,1103.86,921.66,959.17,958.81,959.2,959.35,960.02,960.04,960.04,960.04,960.04,960.04,960.04,960.04,960.04,960.04,960.04,960.04,960.04,959.95,957.89,961.06,949.98,957.77,954.91,954.82,953.68,960.04,960.04,960.04,960.04,960.04
AGO.8400,Bié,1235.67,1236.58,1238.41,1234.84,1235.64,1238.36,1235.84,1236.98,1238.56,1237.44,1224.0,1260.6,1158.64,1033.36,1116.56,1239.02,1158.74,1236.31,1226.43,1256.28,1253.09,1262.44,1285.43,1276.24,1236.86,1238.36,1236.77,1234.88,1237.07,1104.27,1236.73,1235.27,1242.58,1242.43,1238.99,1235.93,1245.17,1240.87,1234.22,1154.07,1397.82,1192.97,1334.75,1030.71,1253.7,1280.11,1218.51,1173.27,1281.78,1173.8,1496.11,1158.59,1159.38,1319.77,1272.7,1157.54,1238.82,899.83,1153.56,1377.96,1508.12,1425.32,1096.95,1222.15,1190.02,1385.58,1620.51,1462.43,1353.45,1142.0,866.74,1084.81,1308.19,1080.6,1373.38,1109.03,1275.85,1059.95,1513.66,986.27,1103.85,1246.65,1079.49,1023.93,1237.14,1568.19,1208.47,1292.96,1010.8,1237.16,1358.93,1225.82,1237.25,1236.98,1236.88,1237.12,1237.41,1237.32,1237.32,1237.32,1237.32,1237.32,1237.32,1237.32,1237.32,1237.32,1237.32,1237.32,1237.32,1236.97,1236.8,1237.62,1235.59,1236.67,1236.37,1237.22,1236.57,1237.32,1237.32,1237.32,1237.32,1237.32
AGO.8401,Cabinda,919.46,1086.16,1403.66,1064.15,1118.48,1104.25,1029.83,1156.8,1534.73,1160.59,1087.57,1448.83,781.7,854.62,941.22,1450.92,947.12,883.39,750.15,1232.61,977.63,1004.93,1604.13,846.5,1153.22,1164.13,1057.21,977.67,1302.19,925.11,1204.78,1057.0,1228.43,1084.01,1085.65,949.45,1250.66,993.87,1342.86,1019.4,953.05,818.71,940.27,1608.17,1338.74,1043.81,1341.69,1103.97,1231.93,1481.4,1031.42,1304.5,700.43,1058.22,1318.79,773.39,1488.04,494.41,1439.06,1560.46,1509.33,1428.32,1298.18,1123.14,980.86,1503.57,1070.75,1016.3,1246.3,1343.92,1036.21,993.97,1077.06,953.24,1338.12,1229.36,1142.51,702.38,913.95,1053.28,1196.44,814.96,1083.16,1296.58,1093.17,1094.42,1301.96,1106.99,1369.03,1211.19,1069.88,1010.05,992.0,1292.9,1249.92,1087.63,1187.79,1317.3,1439.16,1171.82,1025.54,1180.55,1273.42,1254.62,1054.66,1487.85,1415.59,1415.66,1429.94,1337.74,1230.74,1141.8,1186.8,1083.65,1187.57,1321.3,1239.76,1128.2,1418.92,1335.69,1047.28,1072.97
AGO.8402,Cuando Cubango,820.88,828.73,778.13,771.42,716.65,810.11,827.42,777.85,906.43,741.78,676.18,885.72,767.33,777.78,775.79,820.31,814.62,804.91,789.05,752.37,864.45,629.47,889.51,689.05,995.45,793.3,753.84,710.72,644.94,614.77,756.04,597.42,649.12,1037.66,672.1,755.92,858.75,841.55,849.91,853.35,651.13,778.13,762.23,887.76,839.38,624.31,800.86,848.89,640.23,907.14,890.7,728.26,886.45,944.86,841.4,884.29,939.11,919.79,798.16,696.28,787.22,733.78,905.35,543.52,631.56,819.64,995.0,834.97,876.69,639.16,806.99,793.97,705.72,1066.18,716.7,910.02,1029.32,1006.14,778.39,782.61,775.05,740.36,678.93,687.79,733.18,839.97,632.69,783.79,849.32,771.44,777.93,603.03,810.45,691.63,604.71,681.24,858.28,648.74,792.82,810.46,821.66,785.51,777.65,833.36,741.06,838.54,792.62,800.68,840.63,812.36,832.0,800.23,831.18,914.82,709.97,695.19,889.47,796.67,795.4,798.28,798.93,784.73
AGO.8403,Cuanza Sul,877.59,936.21,1149.36,818.68,893.65,1080.63,869.76,1036.48,1210.46,1036.66,894.73,1209.31,820.13,673.53,861.23,1346.66,832.81,940.12,966.5,979.34,935.32,1203.73,1396.88,1442.66,910.64,1119.79,962.36,840.22,1059.65,870.33,954.29,828.17,1221.4,903.7,1380.77,946.39,986.86,1002.88,908.98,911.6,925.4,828.63,907.13,1193.97,1189.87,1122.49,1158.69,810.5,994.57,1104.08,1256.21,1106.78,824.85,1055.2,1219.74,862.22,1114.85,675.91,1195.29,1447.74,1295.23,1307.84,1022.21,886.29,1006.52,1143.18,1162.12,1212.68,1226.73,948.24,855.84,978.08,1280.17,951.43,1020.82,1000.26,1043.2,1006.57,1153.93,884.12,711.56,824.35,997.12,970.81,1051.7,1365.06,1051.1,1204.38,755.08,1050.19,1108.37,887.39,1050.19,1050.19,1050.19,1050.19,1050.19,1050.19,1050.19,1050.19,1050.19,1050.19,1050.19,1050.19,1050.19,1050.19,1050.19,1050.19,1050.19,1034.56,993.61,1052.87,859.25,991.1,920.48,1015.97,940.74,1050.19,1050.19,1050.19,1050.19,1050.19
AGO.8404,Cunene,636.66,766.85,553.26,552.84,496.65,760.9,751.18,488.79,1021.86,665.05,527.58,761.64,717.52,542.74,515.93,666.13,871.07,612.48,507.35,550.17,874.84,395.68,786.96,589.15,648.72,450.86,436.97,418.6,306.81,324.32,578.2,305.91,523.92,1061.8,505.84,660.81,1097.12,752.02,536.31,787.76,429.87,952.29,601.68,908.17,808.9,480.91,919.2,556.65,624.92,1179.74,919.5,477.13,681.2,968.01,570.16,737.89,860.32,641.4,529.93,596.18,606.96,481.09,975.01,494.81,618.67,583.56,954.18,689.11,728.93,591.57,845.53,593.25,659.41,1046.13,613.46,828.72,694.15,743.02,707.87,464.47,372.93,698.13,526.2,614.05,466.1,593.44,510.47,568.05,398.05,614.86,584.57,386.67,588.24,343.42,403.46,484.43,730.13,561.66,627.57,673.23,650.89,650.89,650.89,648.78,640.56,673.75,649.78,651.37,672.82,646.5,730.63,652.25,646.94,664.33,629.86,634.01,650.89,650.89,650.89,650.89,659.87,626.5
AGO.8405,Huambo,1283.57,1284.87,1287.39,1282.52,1283.73,1287.3,1283.72,1285.51,1287.59,1286.34,1172.36,1490.05,1226.85,1113.2,1181.21,1278.1,1215.38,1281.64,1189.37,1469.89,1439.96,1367.73,1508.04,1485.55,1277.82,1287.48,1285.13,1282.88,1286.25,1158.3,1284.42,1307.98,1367.2,1434.29,1277.17,1285.68,1499.65,1374.73,1256.74,1244.9,1420.87,1222.93,1326.3,1315.82,1292.05,1340.35,1348.45,1052.42,1267.11,1326.53,1627.37,1260.17,1096.88,1340.59,1220.36,1163.55,1309.62,932.68,1354.95,1552.81,1719.36,1650.61,1202.89,1284.08,1288.39,1296.05,1611.74,1672.28,1462.03,1111.58,955.88,1098.13,1497.81,1201.31,1305.05,1148.54,1263.87,1111.91,1470.0,982.2,1008.46,1289.64,1091.0,1163.63,1213.45,1617.13,1115.86,1370.48,927.05,1285.74,1443.93,1219.52,1285.65,1285.51,1285.61,1285.75,1285.94,1285.95,1285.95,1285.95,1285.95,1285.95,1285.95,1285.95,1285.95,1285.95,1285.95,1285.95,1285.95,1285.47,1285.19,1286.24,1283.5,1285.1,1284.67,1285.93,1284.92,1285.95,1285.95,1285.95,1285.95,1285.95
AGO.8406,Huíla,939.73,977.54,901.0,893.84,877.81,973.37,955.95,857.12,1019.91,932.75,858.69,1062.02,954.34,825.85,720.17,684.78,881.05,872.25,851.32,998.83,1039.81,699.2,1008.3,923.13,808.74,824.24,841.47,842.19,785.0,637.95,888.41,678.4,1127.75,1288.22,897.61,970.43,1434.17,968.89,653.72,995.78,754.93,1020.88,816.31,1329.04,966.32,840.92,1121.94,699.73,963.59,1323.17,1432.71,828.12,830.52,1135.46,815.97,1006.28,1142.92,772.78,921.08,1034.67,1270.43,1047.6,1148.46,900.52,1030.37,859.63,1198.99,1151.75,1191.5,790.9,1064.11,926.27,1047.71,1173.46,873.56,1022.14,852.31,836.38,1059.08,616.12,615.56,1033.46,707.42,858.05,694.79,900.4,739.95,841.23,626.27,876.55,994.2,867.47,797.38,699.18,746.66,840.81,950.33,938.21,939.99,941.6,940.59,940.59,940.59,940.59,940.59,940.59,940.59,940.59,940.59,940.59,955.82,940.59,940.59,940.6,940.59,940.59,940.59,940.59,940.59,940.59,943.1,945.07
AGO.8407,Cuanza Norte,806.57,835.2,1206.3,658.2,791.09,1106.68,753.57,1007.13,1528.59,1079.64,798.79,1405.4,827.11,594.25,847.55,1603.78,825.56,897.4,941.0,838.35,803.98,1142.36,1664.4,1545.09,858.68,1191.57,918.97,720.49,1089.1,741.46,922.06,703.51,1415.81,821.2,1643.22,904.7,1043.28,981.21,954.51,831.49,689.82,687.02,708.81,1617.22,1466.55,1145.23,1245.19,889.74,955.85,1217.18,1240.16,1162.31,810.18,1098.19,1523.46,843.57,1252.19,619.98,1328.78,1599.48,1322.68,1238.66,1157.32,856.48,997.5,1302.44,1060.33,1110.71,1340.25,1038.91,1015.76,1124.65,1310.0,923.41,1086.59,1136.95,1089.21,950.44,1278.13,959.85,731.19,678.91,1078.0,1115.03,1097.74,1260.67,1214.82,1402.83,813.5,1093.3,1097.01,929.01,1073.23,1125.94,1091.16,1081.27,1108.31,1125.48,1130.59,1091.66,1096.6,1099.42,1127.93,1148.97,1100.11,1151.3,1121.43,1163.14,1145.96,1134.27,995.84,1188.33,778.98,990.56,784.3,872.79,836.55,1092.02,1091.93,1092.59,1092.16,1092.22
AGO.8408,Luanda,502.19,410.26,702.51,379.91,427.47,641.26,483.16,559.46,984.67,688.93,372.06,859.2,548.71,277.93,515.08,1118.49,514.34,474.38,476.87,465.44,482.93,759.17,1118.99,1160.46,479.37,758.62,584.01,421.12,655.4,426.5,526.43,290.52,1017.79,476.07,1164.05,470.59,623.33,610.59,596.46,482.4,356.61,349.25,323.42,1025.55,922.11,565.53,882.85,342.73,587.24,855.63,804.39,830.96,417.83,614.11,1000.0,466.96,895.24,281.9,911.98,1213.6,782.33,907.22,810.85,388.27,718.39,800.25,583.27,784.19,954.04,667.32,699.11,639.97,775.51,519.17,621.22,659.43,629.35,435.76,897.72,551.14,370.67,380.84,612.1,804.54,664.0,943.74,721.73,908.7,444.24,678.17,684.26,507.51,668.83,679.84,677.29,680.15,677.14,685.85,691.09,676.92,685.2,674.81,680.7,693.09,680.86,690.97,685.56,693.81,697.77,733.82,607.75,757.63,422.63,635.32,426.17,352.09,440.95,677.95,677.95,677.95,677.95,677.95
AGO.8409,Lunda Norte,1498.33,1498.33,1498.33,1498.33,1498.33,1498.33,1498.33,1488.97,1498.33,1498.33,1498.33,1498.33,1401.07,1333.68,1384.86,1493.27,1416.56,1498.33,1498.33,1498.33,1498.33,1498.41,1498.41,1498.43,1498.33,1498.33,1515.27,1463.83,1492.94,1497.83,1493.97,1452.88,1467.98,1547.6,1484.2,1432.34,1476.51,1480.92,1633.04,1455.79,1371.81,1462.55,1466.13,1502.89,1569.52,1460.56,1485.51,1495.42,1500.25,1518.86,1579.46,1590.28,1565.49,1616.49,1545.44,1524.13,1562.01,1397.29,1584.07,1639.2,1662.35,1481.52,1544.77,1561.84,1500.49,1726.27,1464.91,1576.5,1610.57,1417.44,1403.8,1321.83,1432.8,1373.93,1434.78,1567.2,1757.94,1477.77,1392.54,1452.58,1279.07,1469.49,1407.59,1284.92,1586.28,1482.08,1591.51,1655.72,1614.68,1404.11,1509.98,1386.91,1331.76,1437.38,1401.31,1506.21,1520.82,1290.95,1366.92,1317.36,1325.49,1739.64,1103.02,1208.18,1257.7,1408.95,1243.9,1255.5,1240.24,1216.49,1433.73,1478.29,1498.33,1498.33,1498.33,1498.33,1498.33,1498.33,1498.33,1498.33,1498.33,1498.33
